source_entry_id,ordinal,raw_target,raw_context,candidate_entry_id,candidate_headword,candidate_volume
Bd02_C-F:0516:0573,1,Platonischen,Platonischen Akademie (Academia Platonica,Bd06_O-Ra:0360:0243,Platonische Akademie (Academia Platonica),Bd06_O-Ra
Bd02_C-F:0516:0573,1,Platonischen,Platonischen Akademie (Academia Platonica,Bd06_O-Ra:0361:0244,Platonische Körper,Bd06_O-Ra
Bd02_C-F:0520:0579,7,Booleschen,"Booleschen Verband ⟨A|⊓, ⊔, ∗⟩ einen Ultrafilter gibt, der F umfaßt",Bd01_A-B:0529:0663,Boolesche Algebra,Bd01_A-B
Bd02_C-F:0520:0579,7,Booleschen,"Booleschen Verband ⟨A|⊓, ⊔, ∗⟩ einen Ultrafilter gibt, der F umfaßt",Bd01_A-B:0529:0664,Boolesche Summe,Bd01_A-B
Bd02_C-F:0523:0585,15,Paradoxien,Paradoxien Anlaß (sog,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd02_C-F:0523:0585,15,Paradoxien,Paradoxien Anlaß (sog,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd02_C-F:0523:0585,15,Paradoxien,Paradoxien Anlaß (sog,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd02_C-F:0523:0585,15,Paradoxien,Paradoxien Anlaß (sog,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd02_C-F:0527:0589,5,Kraft,Kraft und sucht sie als Vektorsumme der reproduktionsrelevanten F,Bd04_Ins-Loc:0399:0315,Kraft,Bd04_Ins-Loc
Bd02_C-F:0527:0589,5,Kraft,Kraft und sucht sie als Vektorsumme der reproduktionsrelevanten F,Bd04_Ins-Loc:0401:0316,Kraft,Bd04_Ins-Loc
Bd02_C-F:0528:0590,33,Antinomien,"Antinomien, verwendet werden",Bd01_A-B:0186:0253,"Antinomien, logische",Bd01_A-B
Bd02_C-F:0528:0590,33,Antinomien,"Antinomien, verwendet werden",Bd01_A-B:0187:0254,"Antinomien, semantische",Bd01_A-B
Bd02_C-F:0528:0590,33,Antinomien,"Antinomien, verwendet werden",Bd01_A-B:0188:0255,Antinomien der Mengenlehre,Bd01_A-B
Bd02_C-F:0531:0592,0,Makrokosmos,"Makrokosmos, in der er Autoritäten wie Aristoteles und Galen angriff un",Bd05_Log-N:0206:0132,Makrokosmos,Bd05_Log-N
Bd02_C-F:0531:0592,0,Makrokosmos,"Makrokosmos, in der er Autoritäten wie Aristoteles und Galen angriff un",Bd05_Log-N:0207:0133,Makrokosmos,Bd05_Log-N
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd03_G-Inn:0580:0424,Implikation,Bd03_G-Inn
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd03_G-Inn:0581:0425,"Implikation, induktive",Bd03_G-Inn
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd03_G-Inn:0582:0426,"Implikation, relevante",Bd03_G-Inn
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd03_G-Inn:0582:0427,"Implikation, strenge",Bd03_G-Inn
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd03_G-Inn:0582:0428,"Implikation, strikte",Bd03_G-Inn
Bd02_C-F:0536:0597,7,Implikation,Implikation,Bd06_O-Ra:0160:0136,Implikation,Bd06_O-Ra
Bd02_C-F:0536:0597,26,analytische,analytische F,Bd01_A-B:0149:0202,analytische Philosophie,Bd01_A-B
Bd02_C-F:0536:0597,26,analytische,analytische F,Bd01_A-B:0149:0203,analytische Wissenschaftstheorie,Bd01_A-B
Bd02_C-F:0540:0603,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd02_C-F:0540:0603,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd03_G-Inn:0580:0424,Implikation,Bd03_G-Inn
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd03_G-Inn:0581:0425,"Implikation, induktive",Bd03_G-Inn
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd03_G-Inn:0582:0426,"Implikation, relevante",Bd03_G-Inn
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd03_G-Inn:0582:0427,"Implikation, strenge",Bd03_G-Inn
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd03_G-Inn:0582:0428,"Implikation, strikte",Bd03_G-Inn
Bd02_C-F:0543:0605,7,Implikation,Implikation zwischen den,Bd06_O-Ra:0160:0136,Implikation,Bd06_O-Ra
Bd02_C-F:0545:0608,8,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd02_C-F:0545:0608,8,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd02_C-F:0545:0608,18,Antinomien,Antinomien freien Aufbau von,Bd01_A-B:0186:0253,"Antinomien, logische",Bd01_A-B
Bd02_C-F:0545:0608,18,Antinomien,Antinomien freien Aufbau von,Bd01_A-B:0187:0254,"Antinomien, semantische",Bd01_A-B
Bd02_C-F:0545:0608,18,Antinomien,Antinomien freien Aufbau von,Bd01_A-B:0188:0255,Antinomien der Mengenlehre,Bd01_A-B
Bd02_C-F:0547:0610,0,Wiener,"Wiener Kreises Bezeichnung für diejenigen Wissenschaften, deren Sa",Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd02_C-F:0547:0610,0,Wiener,"Wiener Kreises Bezeichnung für diejenigen Wissenschaften, deren Sa",Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd02_C-F:0547:0610,0,Wiener,"Wiener Kreises Bezeichnung für diejenigen Wissenschaften, deren Sa",Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd02_C-F:0566:0626,0,Wiener,"Wiener Kreises, in Prag zentraler Vertreter des Logischen Empirism",Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd02_C-F:0566:0626,0,Wiener,"Wiener Kreises, in Prag zentraler Vertreter des Logischen Empirism",Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd02_C-F:0566:0626,0,Wiener,"Wiener Kreises, in Prag zentraler Vertreter des Logischen Empirism",Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd02_C-F:0571:0631,35,Paradoxien,Paradoxien der von F,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd02_C-F:0571:0631,35,Paradoxien,Paradoxien der von F,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd02_C-F:0571:0631,35,Paradoxien,Paradoxien der von F,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd02_C-F:0571:0631,35,Paradoxien,Paradoxien der von F,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd02_C-F:0577:0633,54,Reich,Reich der F,Bd07_Re-Te:0071:0054,Reich der Freiheit,Bd07_Re-Te
Bd02_C-F:0577:0633,54,Reich,Reich der F,Bd07_Re-Te:0071:0055,Reich der Zwecke,Bd07_Re-Te
Bd02_C-F:0577:0633,64,Reich,Reich der F,Bd07_Re-Te:0071:0054,Reich der Freiheit,Bd07_Re-Te
Bd02_C-F:0577:0633,64,Reich,Reich der F,Bd07_Re-Te:0071:0055,Reich der Zwecke,Bd07_Re-Te
Bd02_C-F:0615:0661,6,Wert,"Wert, (logisch",Bd08_Th-Z:0482:0455,Wert (logisch),Bd08_Th-Z
Bd02_C-F:0615:0661,6,Wert,"Wert, (logisch",Bd08_Th-Z:0483:0456,Wert (moralisch),Bd08_Th-Z
Bd02_C-F:0615:0661,6,Wert,"Wert, (logisch",Bd08_Th-Z:0484:0457,Wert (ökonomisch),Bd08_Th-Z
Bd03_G-Inn:0037:0013,1,Wiener,Wiener Kreises,Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd03_G-Inn:0037:0013,1,Wiener,Wiener Kreises,Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd03_G-Inn:0037:0013,1,Wiener,Wiener Kreises,Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd03_G-Inn:0038:0014,6,Begriffe,Begriffe und nicht,Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0038:0014,6,Begriffe,Begriffe und nicht,Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0041:0017,1,Fundamentalsatzes,Fundamentalsatzes der Algebra,Bd02_C-F:0607:0647,Fundamentalsatz der Algebra,Bd02_C-F
Bd03_G-Inn:0041:0017,1,Fundamentalsatzes,Fundamentalsatzes der Algebra,Bd02_C-F:0608:0648,Fundamentalsatz der (elementaren) Zahlentheorie,Bd02_C-F
Bd03_G-Inn:0055:0028,6,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0055:0028,6,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0067:0040,2,ästhetisch/,ästhetisch/ Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0067:0040,2,ästhetisch/,ästhetisch/ Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0095:0065,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0095:0065,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0099:0069,20,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0192:0155,unendlich/Unendlichkeit,Bd08_Th-Z
Bd03_G-Inn:0099:0069,20,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0198:0157,"Unendlichkeit, schlechte",Bd08_Th-Z
Bd03_G-Inn:0112:0081,5,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0192:0155,unendlich/Unendlichkeit,Bd08_Th-Z
Bd03_G-Inn:0112:0081,5,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0198:0157,"Unendlichkeit, schlechte",Bd08_Th-Z
Bd03_G-Inn:0128:0093,1,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0128:0093,1,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0138:0098,54,logisch,logisch wahre Aussagen oder allgemeingültige (,Bd05_Log-N:0121:0079,logisch falsch,Bd05_Log-N
Bd03_G-Inn:0138:0098,54,logisch,logisch wahre Aussagen oder allgemeingültige (,Bd05_Log-N:0121:0080,logisch wahr,Bd05_Log-N
Bd03_G-Inn:0142:0101,1,unabhängig/,unabhängig/ Unabhängigkeit (von Ereignissen,Bd08_Th-Z:0186:0143,unabhängig/Unabhängigkeit (logisch),Bd08_Th-Z
Bd03_G-Inn:0142:0101,1,unabhängig/,unabhängig/ Unabhängigkeit (von Ereignissen,Bd08_Th-Z:0186:0144,unabhängig/Unabhängigkeit (von Ereignissen),Bd08_Th-Z
Bd03_G-Inn:0143:0103,1,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0143:0103,1,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0143:0104,5,Wiener,Wiener Kreises in den angelsächsischen Sprachbereich übten die Ges,Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd03_G-Inn:0143:0104,5,Wiener,Wiener Kreises in den angelsächsischen Sprachbereich übten die Ges,Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd03_G-Inn:0143:0104,5,Wiener,Wiener Kreises in den angelsächsischen Sprachbereich übten die Ges,Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd03_G-Inn:0178:0133,0,Wiener,"Wiener Kreises, 1930 Promotion, 1932 Habilitation, 1933–1938 Dozen",Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd03_G-Inn:0178:0133,0,Wiener,"Wiener Kreises, 1930 Promotion, 1932 Habilitation, 1933–1938 Dozen",Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd03_G-Inn:0178:0133,0,Wiener,"Wiener Kreises, 1930 Promotion, 1932 Habilitation, 1933–1938 Dozen",Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd03_G-Inn:0180:0134,18,Fundamentalsatzes,Fundamentalsatzes der (elementaren,Bd02_C-F:0607:0647,Fundamentalsatz der Algebra,Bd02_C-F
Bd03_G-Inn:0180:0134,18,Fundamentalsatzes,Fundamentalsatzes der (elementaren,Bd02_C-F:0608:0648,Fundamentalsatz der (elementaren) Zahlentheorie,Bd02_C-F
Bd03_G-Inn:0184:0138,43,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0184:0138,43,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0191:0146,9,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0191:0146,9,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0267:0202,5,Wiener,Wiener Kreises eine wissenschaftstheoretische Alternative zu,Bd08_Th-Z:0518:0496,Wiener,Bd08_Th-Z
Bd03_G-Inn:0267:0202,5,Wiener,Wiener Kreises eine wissenschaftstheoretische Alternative zu,Bd08_Th-Z:0519:0497,Wiener,Bd08_Th-Z
Bd03_G-Inn:0267:0202,5,Wiener,Wiener Kreises eine wissenschaftstheoretische Alternative zu,Bd08_Th-Z:0520:0498,Wiener Kreis,Bd08_Th-Z
Bd03_G-Inn:0283:0217,24,Begriffe,Begriffe und dem Besonderen der Erfahrung resultiert aus dem idealis,Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0283:0217,24,Begriffe,Begriffe und dem Besonderen der Erfahrung resultiert aus dem idealis,Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0286:0218,8,Kraft,Kraft,Bd04_Ins-Loc:0399:0315,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0286:0218,8,Kraft,Kraft,Bd04_Ins-Loc:0401:0316,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0286:0218,11,Kraft,Kraft als Grundbegriff durch geometrische und kinematische Variab,Bd04_Ins-Loc:0399:0315,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0286:0218,11,Kraft,Kraft als Grundbegriff durch geometrische und kinematische Variab,Bd04_Ins-Loc:0401:0316,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0291:0223,83,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0291:0223,83,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0335:0246,7,Begriffe,Begriffe in je besonderen Horizonten eingeführt (,Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0335:0246,7,Begriffe,Begriffe in je besonderen Horizonten eingeführt (,Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0360:0258,8,Makrokosmos,Makrokosmos,Bd05_Log-N:0206:0132,Makrokosmos,Bd05_Log-N
Bd03_G-Inn:0360:0258,8,Makrokosmos,Makrokosmos,Bd05_Log-N:0207:0133,Makrokosmos,Bd05_Log-N
Bd03_G-Inn:0389:0278,0,Makrokosmos,Makrokosmos,Bd05_Log-N:0206:0132,Makrokosmos,Bd05_Log-N
Bd03_G-Inn:0389:0278,0,Makrokosmos,Makrokosmos,Bd05_Log-N:0207:0133,Makrokosmos,Bd05_Log-N
Bd03_G-Inn:0394:0281,11,Anderen,"Anderen, und das wechselseitig (vgl",Bd01_A-B:0156:0213,"Andere, das",Bd01_A-B
Bd03_G-Inn:0394:0281,11,Anderen,"Anderen, und das wechselseitig (vgl",Bd01_A-B:0156:0214,"Andere, der",Bd01_A-B
Bd03_G-Inn:0397:0283,15,Darstellung,"Darstellung, doch nur bei Beschreibungen gehören darstellender und darg",Bd02_C-F:0135:0155,Darstellung (logisch-mengentheoretisch),Bd02_C-F
Bd03_G-Inn:0397:0283,15,Darstellung,"Darstellung, doch nur bei Beschreibungen gehören darstellender und darg",Bd02_C-F:0135:0156,Darstellung (semiotisch),Bd02_C-F
Bd03_G-Inn:0398:0285,4,Kraft,Kraft,Bd04_Ins-Loc:0399:0315,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0398:0285,4,Kraft,Kraft,Bd04_Ins-Loc:0401:0316,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0413:0299,12,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0192:0155,unendlich/Unendlichkeit,Bd08_Th-Z
Bd03_G-Inn:0413:0299,12,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0198:0157,"Unendlichkeit, schlechte",Bd08_Th-Z
Bd03_G-Inn:0438:0315,2,Begriffe,Begriffe nur,Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0438:0315,2,Begriffe,Begriffe nur,Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0450:0324,27,Platonischen,"Platonischen Körpern gezeigt hatte, daß der volle Raum auf fünf verschie",Bd06_O-Ra:0360:0243,Platonische Akademie (Academia Platonica),Bd06_O-Ra
Bd03_G-Inn:0450:0324,27,Platonischen,"Platonischen Körpern gezeigt hatte, daß der volle Raum auf fünf verschie",Bd06_O-Ra:0361:0244,Platonische Körper,Bd06_O-Ra
Bd03_G-Inn:0456:0329,11,symmetrisch/Symmetrie,symmetrisch/Symmetrie (handlungstheoretisch,Bd07_Re-Te:0630:0537,symmetrisch/Symmetrie (argumentationstheore tisch),Bd07_Re-Te
Bd03_G-Inn:0456:0329,11,symmetrisch/Symmetrie,symmetrisch/Symmetrie (handlungstheoretisch,Bd07_Re-Te:0631:0538,symmetrisch/Symmetrie (geometrisch),Bd07_Re-Te
Bd03_G-Inn:0456:0329,11,symmetrisch/Symmetrie,symmetrisch/Symmetrie (handlungstheoretisch,Bd07_Re-Te:0633:0539,symmetrisch/Symmetrie (logisch),Bd07_Re-Te
Bd03_G-Inn:0456:0329,11,symmetrisch/Symmetrie,symmetrisch/Symmetrie (handlungstheoretisch,Bd07_Re-Te:0634:0540,symmetrisch/Symmetrie (naturphilosophisch),Bd07_Re-Te
Bd03_G-Inn:0467:0341,13,Strukturalismus,Strukturalismus (philosophisch/wissenschaftstheoretisch,Bd07_Re-Te:0566:0465,"Strukturalismus (philosophisch, wissenschaftstheoretisch)",Bd07_Re-Te
Bd03_G-Inn:0467:0341,13,Strukturalismus,Strukturalismus (philosophisch/wissenschaftstheoretisch,Bd07_Re-Te:0573:0466,"Strukturalismus, mathematischer",Bd07_Re-Te
Bd03_G-Inn:0486:0346,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0486:0346,0,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0507:0359,4,Begriffe,Begriffe,Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0507:0359,4,Begriffe,Begriffe,Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0537:0387,37,Begriffe,"Begriffe, und d",Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0537:0387,37,Begriffe,"Begriffe, und d",Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd03_G-Inn:0561:0403,7,Bacon,"Bacon, F",Bd01_A-B:0366:0465,Bacon,Bd01_A-B
Bd03_G-Inn:0561:0403,7,Bacon,"Bacon, F",Bd01_A-B:0367:0466,Bacon,Bd01_A-B
Bd03_G-Inn:0566:0410,7,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0566:0410,7,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0567:0411,1,komplexen,"komplexen Zahlenebene, die erst dank C",Bd04_Ins-Loc:0297:0208,komplex/Komplex,Bd04_Ins-Loc
Bd03_G-Inn:0567:0411,1,komplexen,"komplexen Zahlenebene, die erst dank C",Bd04_Ins-Loc:0297:0208,komplex/Komplex,Bd04_Ins-Loc
Bd03_G-Inn:0567:0411,3,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0277:0379,ästhetisch/Ästhetik,Bd01_A-B
Bd03_G-Inn:0567:0411,3,ästhetisch/Ästhetik,ästhetisch/Ästhetik,Bd01_A-B:0288:0380,ästhetisch/Ästhetik (endeetisch),Bd01_A-B
Bd03_G-Inn:0571:0419,5,Darstellung,Darstellung seiner Forschungsresultate (,Bd02_C-F:0135:0155,Darstellung (logisch-mengentheoretisch),Bd02_C-F
Bd03_G-Inn:0571:0419,5,Darstellung,Darstellung seiner Forschungsresultate (,Bd02_C-F:0135:0156,Darstellung (semiotisch),Bd02_C-F
Bd03_G-Inn:0579:0423,4,Kraft,Kraft und die Einführung des Begriffs des,Bd04_Ins-Loc:0399:0315,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0579:0423,4,Kraft,Kraft und die Einführung des Begriffs des,Bd04_Ins-Loc:0401:0316,Kraft,Bd04_Ins-Loc
Bd03_G-Inn:0580:0424,35,Paradoxien,Paradoxien der (mate-,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd03_G-Inn:0580:0424,35,Paradoxien,Paradoxien der (mate-,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd03_G-Inn:0580:0424,35,Paradoxien,Paradoxien der (mate-,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd03_G-Inn:0580:0424,35,Paradoxien,Paradoxien der (mate-,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd03_G-Inn:0612:0459,33,Paradoxien,Paradoxien und ist inzwischen aufgegeben,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd03_G-Inn:0612:0459,33,Paradoxien,Paradoxien und ist inzwischen aufgegeben,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd03_G-Inn:0612:0459,33,Paradoxien,Paradoxien und ist inzwischen aufgegeben,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd03_G-Inn:0612:0459,33,Paradoxien,Paradoxien und ist inzwischen aufgegeben,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd03_G-Inn:0634:0479,6,Begriffe,"Begriffe, im Beispiel das des Begriffes Weiß in der begrifflichen Ex",Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd03_G-Inn:0634:0479,6,Begriffe,"Begriffe, im Beispiel das des Begriffes Weiß in der begrifflichen Ex",Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd04_Ins-Loc:0037:0015,13,Begriffe,"Begriffe, sondern auf die Begriffswörter (",Bd01_A-B:0412:0515,"Begriffe, identische",Bd01_A-B
Bd04_Ins-Loc:0037:0015,13,Begriffe,"Begriffe, sondern auf die Begriffswörter (",Bd01_A-B:0412:0516,"Begriffe, theoretische",Bd01_A-B
Bd04_Ins-Loc:0060:0029,17,Paradoxien,Paradoxien,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd04_Ins-Loc:0060:0029,17,Paradoxien,Paradoxien,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd04_Ins-Loc:0060:0029,17,Paradoxien,Paradoxien,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd04_Ins-Loc:0060:0029,17,Paradoxien,Paradoxien,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd04_Ins-Loc:0062:0032,21,Paradoxien,Paradoxien führe,Bd06_O-Ra:0116:0091,"Paradoxien, kosmologische",Bd06_O-Ra
Bd04_Ins-Loc:0062:0032,21,Paradoxien,Paradoxien führe,Bd06_O-Ra:0118:0092,"Paradoxien, zenonische",Bd06_O-Ra
Bd04_Ins-Loc:0062:0032,21,Paradoxien,Paradoxien führe,Bd06_O-Ra:0121:0093,Paradoxien der Implikation,Bd06_O-Ra
Bd04_Ins-Loc:0062:0032,21,Paradoxien,Paradoxien führe,Bd06_O-Ra:0121:0094,Paradoxien des Unendlichen,Bd06_O-Ra
Bd04_Ins-Loc:0081:0039,31,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0192:0155,unendlich/Unendlichkeit,Bd08_Th-Z
Bd04_Ins-Loc:0081:0039,31,unendlich/Unendlichkeit,unendlich/Unendlichkeit,Bd08_Th-Z:0198:0157,"Unendlichkeit, schlechte",Bd08_Th-Z
Bd04_Ins-Loc:0085:0041,12,Platonischen,"Platonischen Körper, charakterisieren (",Bd06_O-Ra:0360:0243,Platonische Akademie (Academia Platonica),Bd06_O-Ra
Bd04_Ins-Loc:0085:0041,12,Platonischen,"Platonischen Körper, charakterisieren (",Bd06_O-Ra:0361:0244,Platonische Körper,Bd06_O-Ra
Bd04_Ins-Loc:0092:0046,28,analytische,analytische und empirische (erfahrungswissenschaftliche,Bd01_A-B:0149:0202,analytische Philosophie,Bd01_A-B
Bd04_Ins-Loc:0092:0046,28,analytische,analytische und empirische (erfahrungswissenschaftliche,Bd01_A-B:0149:0203,analytische Wissenschaftstheorie,Bd01_A-B
Bd04_Ins-Loc:0130:0084,2,Booleschen,Booleschen Algebra für Aussagen und Funktionen mit,Bd01_A-B:0529:0663,Boolesche Algebra,Bd01_A-B
