lemma_key,lemma,entry_id,volume,variant_type
chinesisches zimmer,Chinesisches Zimmer,Bd02_C-F:0073:0069,Bd02_C-F,primary
chinesisches zimmer,Chinesisches Zimmer,Bd02_C-F:0071:0068,Bd02_C-F,redirect_alias
chisholm,Chisholm,Bd02_C-F:0073:0070,Bd02_C-F,primary
chisholmsche paradoxie,Chisholmsche Paradoxie,Bd02_C-F:0074:0071,Bd02_C-F,primary
chladenius,Chladenius,Bd02_C-F:0075:0072,Bd02_C-F,primary
chomsky,Chomsky,Bd02_C-F:0076:0073,Bd02_C-F,primary
chorismos,Chorismos,Bd02_C-F:0078:0074,Bd02_C-F,primary
chou tun-i,Chou Tun-i,Bd02_C-F:0079:0075,Bd02_C-F,primary
christliche philosophie,christliche Philosophie,Bd06_O-Ra:0244:0195,Bd06_O-Ra,comma_inverted
chronometrie,Chronometrie,Bd02_C-F:0079:0076,Bd02_C-F,primary
chrysippos,Chrysippos,Bd02_C-F:0080:0077,Bd02_C-F,primary
chu hsi,Chu Hsi,Bd02_C-F:0082:0079,Bd02_C-F,primary
chuang tzu,Chuang Tzu,Bd02_C-F:0081:0078,Bd02_C-F,primary
church,Church,Bd02_C-F:0082:0080,Bd02_C-F,primary
churchsche these,Churchsche These,Bd02_C-F:0083:0081,Bd02_C-F,primary
chwarismi,Chwarismi,Bd02_C-F:0084:0082,Bd02_C-F,primary
chwistek,Chwistek,Bd02_C-F:0084:0083,Bd02_C-F,primary
ch’en liang,Ch’en Liang,Bd02_C-F:0069:0063,Bd02_C-F,primary
ch’eng hao,Ch’eng Hao,Bd02_C-F:0069:0061,Bd02_C-F,primary
ch’eng i,Ch’eng I,Bd02_C-F:0069:0062,Bd02_C-F,primary
ch�telet,Ch�telet,Bd02_C-F:0064:0058,Bd02_C-F,primary
cicero,Cicero,Bd02_C-F:0086:0084,Bd02_C-F,primary
cieszkowski,Cieszkowski,Bd02_C-F:0087:0085,Bd02_C-F,primary
circulus vitiosus,circulus vitiosus,Bd02_C-F:0088:0086,Bd02_C-F,primary
citta,citta,Bd02_C-F:0088:0087,Bd02_C-F,primary
clare et distincte,clare et distincte,Bd02_C-F:0089:0088,Bd02_C-F,primary
clare et distincte,clare et distincte,Bd04_Ins-Loc:0241:0159,Bd02_C-F,redirect_alias
clarke,Clarke,Bd02_C-F:0089:0089,Bd02_C-F,primary
clauberg,Clauberg,Bd02_C-F:0090:0090,Bd02_C-F,primary
clausius,Clausius,Bd02_C-F:0091:0091,Bd02_C-F,primary
clavius,Clavius,Bd02_C-F:0091:0092,Bd02_C-F,primary
claviussches gesetz,Claviussches Gesetz,Bd02_C-F:0092:0093,Bd02_C-F,primary
clemens,Clemens,Bd02_C-F:0093:0094,Bd02_C-F,primary
clifford,Clifford,Bd02_C-F:0093:0095,Bd02_C-F,primary
"code, genetischer","Code, genetischer",Bd02_C-F:0094:0096,Bd02_C-F,primary
cogito ergo sum,cogito ergo sum,Bd02_C-F:0094:0097,Bd02_C-F,primary
cohen,Cohen,Bd02_C-F:0095:0098,Bd02_C-F,primary
cohen,Cohen,Bd02_C-F:0096:0099,Bd02_C-F,primary
cohn,Cohn,Bd02_C-F:0097:0100,Bd02_C-F,primary
coincidentia oppositorum,coincidentia oppositorum,Bd02_C-F:0097:0101,Bd02_C-F,primary
collingwood,Collingwood,Bd02_C-F:0098:0102,Bd02_C-F,primary
collins,Collins,Bd02_C-F:0099:0103,Bd02_C-F,primary
comenius,Comenius,Bd02_C-F:0100:0104,Bd02_C-F,primary
common cause,common cause,Bd02_C-F:0101:0105,Bd02_C-F,primary
common cause,common cause,Bd08_Th-Z:0246:0212,Bd02_C-F,redirect_alias
common sense,common sense,Bd02_C-F:0101:0106,Bd02_C-F,primary
communes conceptiones,communes conceptiones,Bd02_C-F:0102:0107,Bd02_C-F,primary
comte,Comte,Bd02_C-F:0102:0108,Bd02_C-F,primary
conatus,conatus,Bd02_C-F:0104:0109,Bd02_C-F,primary
conclusio,conclusio,Bd02_C-F:0105:0110,Bd02_C-F,primary
conclusio,conclusio,Bd07_Re-Te:0280:0227,Bd02_C-F,redirect_alias
concursus dei,concursus Dei,Bd02_C-F:0105:0111,Bd02_C-F,primary
condillac,Condillac,Bd02_C-F:0105:0112,Bd02_C-F,primary
conditio sine qua non,conditio sine qua non,Bd02_C-F:0106:0113,Bd02_C-F,primary
condorcet,Condorcet,Bd02_C-F:0106:0114,Bd02_C-F,primary
consensus gentium,consensus gentium,Bd02_C-F:0108:0115,Bd02_C-F,primary
consequentia mirabilis,consequentia mirabilis,Bd02_C-F:0109:0117,Bd02_C-F,primary
consequentiae,consequentiae,Bd02_C-F:0108:0116,Bd02_C-F,primary
contradictio in adiecto,contradictio in adiecto,Bd02_C-F:0109:0118,Bd02_C-F,primary
contrat social,contrat social,Bd02_C-F:0110:0119,Bd02_C-F,primary
cooper,Cooper,Bd02_C-F:0110:0120,Bd02_C-F,primary
copernicus,Copernicus,Bd02_C-F:0110:0121,Bd02_C-F,primary
copernicus,Copernicus,Bd04_Ins-Loc:0374:0294,Bd02_C-F,redirect_alias
cordemoy,Cordemoy,Bd02_C-F:0110:0122,Bd02_C-F,primary
cornelius,Cornelius,Bd02_C-F:0110:0123,Bd02_C-F,primary
cornutus,Cornutus,Bd02_C-F:0111:0124,Bd02_C-F,primary
cotes,Cotes,Bd02_C-F:0111:0125,Bd02_C-F,primary
cournot,Cournot,Bd02_C-F:0111:0126,Bd02_C-F,primary
cousin,Cousin,Bd02_C-F:0112:0127,Bd02_C-F,primary
couturat,Couturat,Bd02_C-F:0113:0128,Bd02_C-F,primary
covering-law-modell,Covering-Law-Modell,Bd02_C-F:0113:0129,Bd02_C-F,primary
covering-law-modell,Covering-Law-Modell,Bd02_C-F:0399:0456,Bd02_C-F,redirect_alias
craig’s lemma,Craig’s Lemma,Bd02_C-F:0113:0130,Bd02_C-F,primary
creatio ex nihilo,creatio ex nihilo,Bd02_C-F:0114:0131,Bd02_C-F,primary
credo quia absurdum,credo quia absurdum,Bd02_C-F:0114:0132,Bd02_C-F,primary
credo ut intelligam,credo ut intelligam,Bd02_C-F:0114:0133,Bd02_C-F,primary
cremonini,Cremonini,Bd02_C-F:0115:0134,Bd02_C-F,primary
crescas,Crescas,Bd02_C-F:0115:0135,Bd02_C-F,primary
croce,Croce,Bd02_C-F:0116:0136,Bd02_C-F,primary
crusius,Crusius,Bd02_C-F:0117:0137,Bd02_C-F,primary
cudworth,Cudworth,Bd02_C-F:0118:0138,Bd02_C-F,primary
curry,Curry,Bd02_C-F:0118:0139,Bd02_C-F,primary
currysche antinomie,Currysche Antinomie,Bd02_C-F:0119:0140,Bd02_C-F,primary
cusanus,Cusanus,Bd02_C-F:0119:0141,Bd02_C-F,primary
cuvier,Cuvier,Bd02_C-F:0119:0142,Bd02_C-F,primary
czolbe,Czolbe,Bd02_C-F:0121:0143,Bd02_C-F,primary
cārvāka,Cārvāka,Bd02_C-F:0044:0030,Bd02_C-F,primary
dalgarno,Dalgarno,Bd02_C-F:0123:0145,Bd02_C-F,primary
dalton,Dalton,Bd02_C-F:0123:0146,Bd02_C-F,primary
damaskios,Damaskios,Bd02_C-F:0124:0147,Bd02_C-F,primary
dammbruchargument,Dammbruchargument,Bd02_C-F:0125:0148,Bd02_C-F,primary
dann und nur dann,dann und nur dann,Bd02_C-F:0126:0149,Bd02_C-F,primary
dante,Dante,Bd02_C-F:0126:0150,Bd02_C-F,primary
danto,Danto,Bd02_C-F:0133:0151,Bd02_C-F,primary
darii,Darii,Bd02_C-F:0135:0152,Bd02_C-F,primary
darstellbar,darstellbar,Bd02_C-F:0135:0154,Bd02_C-F,slash_half
darstellbar/darstellbarkeit,darstellbar/Darstellbarkeit,Bd02_C-F:0135:0154,Bd02_C-F,primary
darstellbarkeit,Darstellbarkeit,Bd02_C-F:0135:0154,Bd02_C-F,slash_half
darstellende aussage,darstellende Aussage,Bd01_A-B:0329:0414,Bd01_A-B,comma_inverted
darstellende aussageform,darstellende Aussageform,Bd01_A-B:0330:0416,Bd01_A-B,comma_inverted
darstellung logisch-mengentheoretisch,Darstellung (logisch-mengentheoretisch),Bd02_C-F:0135:0155,Bd02_C-F,primary
darstellung semiotisch,Darstellung (semiotisch),Bd02_C-F:0135:0156,Bd02_C-F,primary
darwin,Darwin,Bd02_C-F:0137:0157,Bd02_C-F,primary
darwinismus,Darwinismus,Bd02_C-F:0140:0158,Bd02_C-F,primary
darśana,darśana,Bd02_C-F:0135:0153,Bd02_C-F,primary
das absolute,das Absolute,Bd01_A-B:0039:0026,Bd01_A-B,comma_inverted
das allgemeine,das Allgemeine,Bd01_A-B:0125:0154,Bd01_A-B,comma_inverted
das andere,das Andere,Bd01_A-B:0156:0213,Bd01_A-B,comma_inverted
das bose,das Böse,Bd01_A-B:0535:0673,Bd01_A-B,comma_inverted
das erhabene,das Erhabene,Bd02_C-F:0384:0442,Bd02_C-F,comma_inverted
das gegebene,das Gegebene,Bd03_G-Inn:0057:0029,Bd03_G-Inn,comma_inverted
das gute,das Gute,Bd03_G-Inn:0259:0199,Bd03_G-Inn,comma_inverted
das leere,das Leere,Bd04_Ins-Loc:0508:0402,Bd04_Ins-Loc,comma_inverted
das schone,das Schöne,Bd07_Re-Te:0296:0240,Bd07_Re-Te,comma_inverted
das seiende,das Seiende,Bd07_Re-Te:0332:0267,Bd07_Re-Te,comma_inverted
das sein,das Sein,Bd07_Re-Te:0333:0268,Bd07_Re-Te,comma_inverted
das selbst,das Selbst,Bd07_Re-Te:0336:0272,Bd07_Re-Te,comma_inverted
das ubel,das Übel,Bd08_Th-Z:0166:0112,Bd08_Th-Z,comma_inverted
das unbewusste,das Unbewußte,Bd08_Th-Z:0188:0151,Bd08_Th-Z,comma_inverted
das unendliche,das Unendliche,Bd08_Th-Z:0195:0156,Bd08_Th-Z,comma_inverted
dasein,Dasein,Bd02_C-F:0141:0159,Bd02_C-F,primary
daseinsanalyse,Daseinsanalyse,Bd02_C-F:0144:0160,Bd02_C-F,primary
davidson,Davidson,Bd02_C-F:0144:0161,Bd02_C-F,primary
de dicto,de dicto,Bd02_C-F:0147:0164,Bd02_C-F,slash_half
de dicto/de re,de dicto/de re,Bd02_C-F:0147:0164,Bd02_C-F,primary
de dicto/de re,de dicto/de re,Bd05_Log-N:0450:0344,Bd02_C-F,redirect_alias
de morgansche gesetze,De Morgansche Gesetze,Bd02_C-F:0171:0192,Bd02_C-F,primary
de re,de re,Bd02_C-F:0147:0164,Bd02_C-F,slash_half
dedekind,Dedekind,Bd02_C-F:0146:0162,Bd02_C-F,primary
dedekindscher schnitt,Dedekindscher Schnitt,Bd02_C-F:0147:0163,Bd02_C-F,primary
deduktion,Deduktion,Bd02_C-F:0147:0165,Bd02_C-F,primary
"deduktion, transzendentale","Deduktion, transzendentale",Bd02_C-F:0147:0166,Bd02_C-F,primary
deduktionsregel,Deduktionsregel,Bd02_C-F:0148:0167,Bd02_C-F,primary
deduktionstheorem,Deduktionstheorem,Bd02_C-F:0149:0168,Bd02_C-F,primary
deduktive logik,deduktive Logik,Bd05_Log-N:0033:0012,Bd05_Log-N,comma_inverted
deduktive methode,deduktive Methode,Bd05_Log-N:0406:0291,Bd05_Log-N,comma_inverted
deduktiver schluss,deduktiver Schluß,Bd07_Re-Te:0281:0228,Bd07_Re-Te,comma_inverted
deduktivismus,Deduktivismus,Bd02_C-F:0149:0169,Bd02_C-F,primary
dee,Dee,Bd02_C-F:0150:0170,Bd02_C-F,primary
deep ecology,deep ecology,Bd02_C-F:0151:0171,Bd02_C-F,primary
definierbar,definierbar,Bd02_C-F:0151:0172,Bd02_C-F,slash_half
definierbar/definierbarkeit,definierbar/Definierbarkeit,Bd02_C-F:0151:0172,Bd02_C-F,primary
definierbarkeit,Definierbarkeit,Bd02_C-F:0151:0172,Bd02_C-F,slash_half
definit,definit,Bd02_C-F:0153:0173,Bd02_C-F,slash_half
definit/definitheit,definit/Definitheit,Bd02_C-F:0153:0173,Bd02_C-F,primary
definitheit,Definitheit,Bd02_C-F:0153:0173,Bd02_C-F,slash_half
definition,Definition,Bd02_C-F:0155:0174,Bd02_C-F,primary
"definition, bedingte","Definition, bedingte",Bd02_C-F:0157:0175,Bd02_C-F,primary
"definition, bedingte","Definition, bedingte",Bd02_C-F:0155:0174,Bd02_C-F,redirect_alias
"definition, explizite","Definition, explizite",Bd02_C-F:0157:0176,Bd02_C-F,primary
"definition, explizite","Definition, explizite",Bd02_C-F:0155:0174,Bd02_C-F,redirect_alias
"definition, genetische","Definition, genetische",Bd02_C-F:0157:0177,Bd02_C-F,primary
"definition, genetische","Definition, genetische",Bd02_C-F:0155:0174,Bd02_C-F,redirect_alias
"definition, implizite","Definition, implizite",Bd02_C-F:0157:0178,Bd02_C-F,primary
"definition, induktive","Definition, induktive",Bd02_C-F:0158:0179,Bd02_C-F,primary
"definition, operationale","Definition, operationale",Bd02_C-F:0160:0180,Bd02_C-F,primary
"definition, operationale","Definition, operationale",Bd02_C-F:0155:0174,Bd02_C-F,redirect_alias
"definition, rekursive","Definition, rekursive",Bd02_C-F:0160:0181,Bd02_C-F,primary
definitionsbereich,Definitionsbereich,Bd02_C-F:0161:0182,Bd02_C-F,primary
deiktisch,deiktisch,Bd02_C-F:0161:0183,Bd02_C-F,primary
deismus,Deismus,Bd02_C-F:0162:0184,Bd02_C-F,primary
dekonstruktion dekonstruktivismus,Dekonstruktion (Dekonstruktivismus),Bd02_C-F:0163:0185,Bd02_C-F,primary
deleuze,Deleuze,Bd02_C-F:0164:0186,Bd02_C-F,primary
delisches problem,Delisches Problem,Bd02_C-F:0166:0187,Bd02_C-F,primary
demiurg,Demiurg,Bd02_C-F:0168:0188,Bd02_C-F,primary
demokrit,Demokrit,Bd02_C-F:0168:0189,Bd02_C-F,primary
demonstratio propter quid,demonstratio propter quid,Bd02_C-F:0169:0190,Bd02_C-F,slash_half
demonstratio propter quid/demonstratio quia,demonstratio propter quid/demonstratio quia,Bd02_C-F:0169:0190,Bd02_C-F,primary
demonstratio quia,demonstratio quia,Bd02_C-F:0169:0190,Bd02_C-F,slash_half
demonstrator,Demonstrator,Bd02_C-F:0170:0191,Bd02_C-F,primary
denken,Denken,Bd02_C-F:0172:0193,Bd02_C-F,primary
denkgesetz,Denkgesetz,Bd02_C-F:0174:0194,Bd02_C-F,primary
denkokonomie,Denkökonomie,Bd02_C-F:0174:0195,Bd02_C-F,primary
dennett,Dennett,Bd02_C-F:0175:0196,Bd02_C-F,primary
denotation,Denotation,Bd02_C-F:0177:0197,Bd02_C-F,primary
denotationelle semantik,denotationelle Semantik,Bd07_Re-Te:0363:0286,Bd07_Re-Te,comma_inverted
deontische distribution,deontische Distribution,Bd02_C-F:0255:0281,Bd02_C-F,comma_inverted
deontische logik,deontische Logik,Bd05_Log-N:0034:0013,Bd05_Log-N,comma_inverted
deontologie,Deontologie,Bd02_C-F:0177:0198,Bd02_C-F,primary
deontologische ethik,deontologische Ethik,Bd02_C-F:0432:0477,Bd02_C-F,comma_inverted
der andere,der Andere,Bd01_A-B:0156:0214,Bd01_A-B,comma_inverted
der waagerechte,der Waagerechte,Bd08_Th-Z:0390:0381,Bd08_Th-Z,comma_inverted
derrida,Derrida,Bd02_C-F:0177:0199,Bd02_C-F,primary
desaguliers,Desaguliers,Bd02_C-F:0179:0200,Bd02_C-F,primary
desargues,Desargues,Bd02_C-F:0180:0201,Bd02_C-F,primary
descartes,Descartes,Bd02_C-F:0180:0202,Bd02_C-F,primary
deskriptiv,deskriptiv,Bd02_C-F:0184:0203,Bd02_C-F,slash_half
deskriptiv/praskriptiv,deskriptiv/präskriptiv,Bd02_C-F:0184:0203,Bd02_C-F,primary
deskriptivismus,Deskriptivismus,Bd02_C-F:0184:0204,Bd02_C-F,primary
deskriptivistischer fehlschluss,deskriptivistischer Fehlschluß,Bd02_C-F:0498:0556,Bd02_C-F,comma_inverted
determinismus,Determinismus,Bd02_C-F:0185:0205,Bd02_C-F,primary
deus sive natura,deus sive natura,Bd02_C-F:0187:0206,Bd02_C-F,primary
deutscher idealismus,deutscher Idealismus,Bd03_G-Inn:0526:0375,Bd03_G-Inn,comma_inverted
deutscher idealismus,deutscher Idealismus,Bd02_C-F:0187:0207,Bd02_C-F,primary
deutscher idealismus,deutscher Idealismus,Bd03_G-Inn:0526:0375,Bd02_C-F,redirect_alias
deutung,Deutung,Bd02_C-F:0187:0208,Bd02_C-F,primary
dewey,Dewey,Bd02_C-F:0188:0209,Bd02_C-F,primary
dezimalsystem,Dezimalsystem,Bd02_C-F:0190:0210,Bd02_C-F,primary
dezisionismus,Dezisionismus,Bd02_C-F:0190:0211,Bd02_C-F,primary
dharma,dharma,Bd02_C-F:0191:0212,Bd02_C-F,primary
dharmakāya,dharmakāya,Bd02_C-F:0192:0213,Bd02_C-F,primary
dharmakīrti,Dharmakīrti,Bd02_C-F:0192:0214,Bd02_C-F,primary
dharmapāla,Dharmapāla,Bd02_C-F:0195:0215,Bd02_C-F,primary
dharmottara,Dharmottara,Bd02_C-F:0196:0216,Bd02_C-F,primary
dhyāna,dhyāna,Bd02_C-F:0197:0217,Bd02_C-F,primary
diachron,diachron,Bd02_C-F:0197:0218,Bd02_C-F,slash_half
diachron/synchron,diachron/synchron,Bd02_C-F:0197:0218,Bd02_C-F,primary
diagnose,Diagnose,Bd02_C-F:0197:0219,Bd02_C-F,primary
diagonalprinzip,Diagonalprinzip,Bd02_C-F:0198:0220,Bd02_C-F,primary
diagonalprinzip,Diagonalprinzip,Bd02_C-F:0030:0019,Bd02_C-F,redirect_alias
diagonalverfahren,Diagonalverfahren,Bd02_C-F:0198:0221,Bd02_C-F,primary
diagonalverfahren,Diagonalverfahren,Bd02_C-F:0030:0019,Bd02_C-F,redirect_alias
"diagramme, logische","Diagramme, logische",Bd02_C-F:0198:0222,Bd02_C-F,primary
dialektik,Dialektik,Bd02_C-F:0199:0223,Bd02_C-F,primary
"dialektik, negative","Dialektik, negative",Bd02_C-F:0205:0224,Bd02_C-F,primary
"dialektik, transzendentale","Dialektik, transzendentale",Bd02_C-F:0206:0225,Bd02_C-F,primary
dialektische logik,dialektische Logik,Bd05_Log-N:0041:0014,Bd05_Log-N,comma_inverted
dialektische methode,dialektische Methode,Bd05_Log-N:0406:0292,Bd05_Log-N,comma_inverted
dialektischer materialismus,dialektischer Materialismus,Bd05_Log-N:0266:0188,Bd05_Log-N,comma_inverted
dialektischer syllogismus,dialektischer Syllogismus,Bd07_Re-Te:0620:0523,Bd07_Re-Te,comma_inverted
diallele,Diallele,Bd02_C-F:0207:0226,Bd02_C-F,primary
dialog,Dialog,Bd02_C-F:0207:0227,Bd02_C-F,primary
"dialog, rationaler","Dialog, rationaler",Bd02_C-F:0209:0228,Bd02_C-F,primary
dialogdefinit,dialogdefinit,Bd02_C-F:0209:0229,Bd02_C-F,slash_half
dialogdefinit/dialogdefinitheit,dialogdefinit/Dialogdefinitheit,Bd02_C-F:0209:0229,Bd02_C-F,primary
dialogdefinitheit,Dialogdefinitheit,Bd02_C-F:0209:0229,Bd02_C-F,slash_half
dialogische logik,dialogische Logik,Bd05_Log-N:0042:0015,Bd05_Log-N,comma_inverted
dialogische philosophie,dialogische Philosophie,Bd06_O-Ra:0245:0196,Bd06_O-Ra,comma_inverted
dialogischer konstruktivismus,dialogischer Konstruktivismus,Bd04_Ins-Loc:0339:0262,Bd04_Ins-Loc,comma_inverted
dialogisches prinzip,dialogisches Prinzip,Bd06_O-Ra:0452:0344,Bd06_O-Ra,comma_inverted
dichotomie,Dichotomie,Bd02_C-F:0210:0230,Bd02_C-F,primary
dictum de omni et nullo,dictum de omni et nullo,Bd02_C-F:0210:0231,Bd02_C-F,primary
didaktik,Didaktik,Bd02_C-F:0211:0232,Bd02_C-F,primary
diderot,Diderot,Bd02_C-F:0214:0233,Bd02_C-F,primary
dietrich von freiberg,Dietrich von Freiberg,Bd02_C-F:0215:0234,Bd02_C-F,primary
differentia specifica,differentia specifica,Bd02_C-F:0221:0239,Bd02_C-F,primary
differential,Differential,Bd02_C-F:0216:0235,Bd02_C-F,primary
differentialgeometrie,Differentialgeometrie,Bd02_C-F:0217:0236,Bd02_C-F,primary
differentialgleichung,Differentialgleichung,Bd02_C-F:0220:0237,Bd02_C-F,primary
differentiation,Differentiation,Bd02_C-F:0222:0240,Bd02_C-F,primary
differentiation,Differentiation,Bd01_A-B:0146:0197,Bd02_C-F,redirect_alias
differenz mathematisch,Differenz (mathematisch),Bd02_C-F:0222:0241,Bd02_C-F,primary
differenz mathematisch,Differenz (mathematisch),Bd07_Re-Te:0602:0497,Bd02_C-F,redirect_alias
"differenz, ontologische","Differenz, ontologische",Bd02_C-F:0222:0242,Bd02_C-F,primary
"differenz, symmetrische","Differenz, symmetrische",Bd02_C-F:0222:0243,Bd02_C-F,primary
digby,Digby,Bd02_C-F:0222:0244,Bd02_C-F,primary
digby,Digby,Bd02_C-F:0223:0245,Bd02_C-F,primary
digges,Digges,Bd02_C-F:0223:0246,Bd02_C-F,primary
dignāga,Dignāga,Bd02_C-F:0224:0247,Bd02_C-F,primary
dihairesis,Dihairesis,Bd02_C-F:0227:0248,Bd02_C-F,primary
dikaiarchos,Dikaiarchos,Bd02_C-F:0227:0249,Bd02_C-F,primary
dilemma,Dilemma,Bd02_C-F:0227:0250,Bd02_C-F,primary
"dilemma, moralisches","Dilemma, moralisches",Bd02_C-F:0228:0251,Bd02_C-F,primary
dilthey,Dilthey,Bd02_C-F:0229:0252,Bd02_C-F,primary
dimension,Dimension,Bd02_C-F:0231:0253,Bd02_C-F,primary
dimensionsanalyse,Dimensionsanalyse,Bd02_C-F:0233:0254,Bd02_C-F,primary
ding,Ding,Bd02_C-F:0234:0255,Bd02_C-F,primary
ding an sich,Ding an sich,Bd02_C-F:0235:0256,Bd02_C-F,primary
dingler,Dingler,Bd02_C-F:0236:0257,Bd02_C-F,primary
diodoros kronos,Diodoros Kronos,Bd02_C-F:0238:0258,Bd02_C-F,primary
diogenes,Diogenes,Bd02_C-F:0239:0260,Bd02_C-F,primary
diogenes,Diogenes,Bd02_C-F:0240:0261,Bd02_C-F,primary
diogenes,Diogenes,Bd02_C-F:0241:0262,Bd02_C-F,primary
diogenes la�rtios,Diogenes La�rtios,Bd02_C-F:0239:0259,Bd02_C-F,primary
dionysios areopagites,Dionysios Areopagites,Bd02_C-F:0241:0263,Bd02_C-F,primary
dionysios areopagites,Dionysios Areopagites,Bd06_O-Ra:0507:0405,Bd02_C-F,redirect_alias
dionysisch,dionysisch,Bd02_C-F:0241:0264,Bd02_C-F,primary
dionysisch,dionysisch,Bd01_A-B:0201:0286,Bd02_C-F,redirect_alias
dionysisch,dionysisch,Bd01_A-B:0201:0286,Bd01_A-B,slash_half
diophantos,Diophantos,Bd02_C-F:0241:0265,Bd02_C-F,primary
dirac,Dirac,Bd02_C-F:0242:0266,Bd02_C-F,primary
dirichlet,Dirichlet,Bd02_C-F:0244:0267,Bd02_C-F,primary
disjunktion,Disjunktion,Bd02_C-F:0244:0268,Bd02_C-F,primary
disjunktiver syllogismus,disjunktiver Syllogismus,Bd07_Re-Te:0620:0524,Bd07_Re-Te,comma_inverted
disjunktives urteil,disjunktives Urteil,Bd08_Th-Z:0255:0219,Bd08_Th-Z,comma_inverted
disjunktor,Disjunktor,Bd02_C-F:0244:0269,Bd02_C-F,primary
diskontinuitat,Diskontinuität,Bd02_C-F:0244:0270,Bd02_C-F,primary
diskret,diskret,Bd02_C-F:0245:0271,Bd02_C-F,primary
diskurs,Diskurs,Bd02_C-F:0245:0272,Bd02_C-F,primary
diskursethik,Diskursethik,Bd02_C-F:0247:0273,Bd02_C-F,primary
diskursiv,diskursiv,Bd02_C-F:0251:0274,Bd02_C-F,slash_half
diskursiv/diskursivitat,diskursiv/Diskursivität,Bd02_C-F:0251:0274,Bd02_C-F,primary
diskursivitat,Diskursivität,Bd02_C-F:0251:0274,Bd02_C-F,slash_half
diskurstheorie,Diskurstheorie,Bd02_C-F:0251:0275,Bd02_C-F,primary
dispositionsbegriff,Dispositionsbegriff,Bd02_C-F:0252:0276,Bd02_C-F,primary
disputatio,disputatio,Bd02_C-F:0253:0277,Bd02_C-F,primary
"dissonanz, kognitive","Dissonanz, kognitive",Bd02_C-F:0253:0278,Bd02_C-F,primary
distanz,Distanz,Bd02_C-F:0254:0279,Bd02_C-F,primary
distinctio,distinctio,Bd02_C-F:0254:0280,Bd02_C-F,primary
"distribution, deontische","Distribution, deontische",Bd02_C-F:0255:0281,Bd02_C-F,primary
distributiv,distributiv,Bd02_C-F:0255:0282,Bd02_C-F,slash_half
distributiv/distributivitat,distributiv/Distributivität,Bd02_C-F:0255:0282,Bd02_C-F,primary
distributivitat,Distributivität,Bd02_C-F:0255:0282,Bd02_C-F,slash_half
"disziplin, wissenschaftliche","Disziplin, wissenschaftliche",Bd02_C-F:0255:0283,Bd02_C-F,primary
disziplinaritat,Disziplinarität,Bd02_C-F:0256:0284,Bd02_C-F,primary
divergent,divergent,Bd02_C-F:0256:0285,Bd02_C-F,slash_half
divergent/divergenz,divergent/Divergenz,Bd02_C-F:0256:0285,Bd02_C-F,primary
divergenz,Divergenz,Bd02_C-F:0256:0285,Bd02_C-F,slash_half
diversitat,Diversität,Bd02_C-F:0256:0286,Bd02_C-F,primary
diversitat,Diversität,Bd08_Th-Z:0332:0307,Bd02_C-F,redirect_alias
division mathematisch,Division (mathematisch),Bd02_C-F:0256:0287,Bd02_C-F,primary
dn-erklarung,DN-Erklärung,Bd02_C-F:0257:0289,Bd02_C-F,primary
dn-erklarung,DN-Erklärung,Bd02_C-F:0399:0456,Bd02_C-F,redirect_alias
dna,DNA,Bd02_C-F:0256:0288,Bd02_C-F,primary
docta ignorantia,docta ignorantia,Bd02_C-F:0257:0290,Bd02_C-F,primary
dodgson,Dodgson,Bd02_C-F:0257:0291,Bd02_C-F,primary
dodgson,Dodgson,Bd02_C-F:0039:0025,Bd02_C-F,redirect_alias
dogmatismus,Dogmatismus,Bd02_C-F:0257:0292,Bd02_C-F,primary
dominicus gundissalinus,Dominicus Gundissalinus,Bd02_C-F:0258:0293,Bd02_C-F,primary
doppelte wahrheit,doppelte Wahrheit,Bd08_Th-Z:0400:0388,Bd08_Th-Z,comma_inverted
doxa,Doxa,Bd02_C-F:0258:0294,Bd02_C-F,primary
doxa,Doxa,Bd05_Log-N:0328:0231,Bd02_C-F,redirect_alias
doxastische logik,doxastische Logik,Bd05_Log-N:0045:0016,Bd05_Log-N,comma_inverted
doxographie,Doxographie,Bd02_C-F:0258:0295,Bd02_C-F,primary
dravya,dravya,Bd02_C-F:0259:0296,Bd02_C-F,primary
dreikorperproblem,Dreikörperproblem,Bd02_C-F:0259:0297,Bd02_C-F,primary
dreiplattenverfahren,Dreiplattenverfahren,Bd02_C-F:0260:0298,Bd02_C-F,primary
dreistadiengesetz,Dreistadiengesetz,Bd02_C-F:0261:0299,Bd02_C-F,primary
driesch,Driesch,Bd02_C-F:0262:0300,Bd02_C-F,primary
dritte welt,Dritte Welt,Bd02_C-F:0263:0302,Bd02_C-F,primary
dritter mensch,Dritter Mensch,Bd02_C-F:0263:0301,Bd02_C-F,primary
drobisch,Drobisch,Bd02_C-F:0265:0303,Bd02_C-F,primary
droysen,Droysen,Bd02_C-F:0266:0304,Bd02_C-F,primary
du bois-reymond,Du Bois-Reymond,Bd02_C-F:0270:0310,Bd02_C-F,primary
du bois-reymond,Du Bois-Reymond,Bd02_C-F:0271:0311,Bd02_C-F,primary
dual,dual,Bd02_C-F:0267:0305,Bd02_C-F,slash_half
dual/dualitat,dual/Dualität,Bd02_C-F:0267:0305,Bd02_C-F,primary
dualismus,Dualismus,Bd02_C-F:0268:0306,Bd02_C-F,primary
